Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Popularity,Track Features,Lyrics
Selfish,Justin Timberlake,83,"dance pop, pop",Selfish,0.85,"{'danceability': 0.69, 'energy': 0.543, 'key': 1, 'loudness': -6.752, 'mode': 1, 'speechiness': 0.0364, 'acousticness': 0.0723, 'instrumentalness': 0.0291, 'liveness': 0.0873, 'valence': 0.376, 'tempo': 88.004, 'type': 'audio_features', 'id': '0QosomGFiJYOxj2ViZfqng', 'uri': 'spotify:track:0QosomGFiJYOxj2ViZfqng', 'track_href': 'https://api.spotify.com/v1/tracks/0QosomGFiJYOxj2ViZfqng', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0QosomGFiJYOxj2ViZfqng', 'duration_ms': 229332, 'time_signature': 4}","
 Uh 

  
 saw saw 
 fall way fell 
 know want 
 baby  tell 
 knew know 
 let 
 guess  
 ai lettin  

  
 Cause lips 
 heart flatline 
 beatin  time 

  
 jealous  help 
 want bit  guess selfish 
 bad mental  fight  
 lookin  like  hide  

  
 frame  ooh  baby  blame  
 Glad mama madе 
 Makin  insane  еxplained  ooh 
 angel 
 Justin Timberlake LiveGet tickets low  30You like 
 time phone rings 
 hope 
 wanna tell   Thing  
 mind 
 want guys 
 Takin  place  girl  got pride 
 know wrong 
 wanna right 

  
 Cause lips 
 heart flatline 
 beatin  time  uh 

  
 jealous  help 
 want bit  guess selfish 
 bad mental  fight  
 lookin  like  hide  

  
 frame  ooh  baby  blame  
 Glad mama 
 Makin  insane  explained  ooh 
 angel 
 frame  ooh  baby  blame  
 Glad mama 
 Makin  insane  explained  ooh 
 angel 
  
 Owner heart 
 Tattooed mark 
 world 
 owner heart 
 scars 
 Baby  got hold  

  
 jealous  help 
 want bit  guess selfish  guess selfish  
 bad mental  fight  
 lookin  like  hide  

  
 frame  ooh  baby  blame  
 Glad mama  Glad mama  
 Makin  insane  explained  ooh 
 angel  angel  
 frame  ooh  baby  blame  
 Glad mama  Glad mama  
 Makin  insane  explained  ooh 
 angel 

  
 Jealous  help 
 want bit  guess selfish4Embed"
Yeah Glo!,GloRilla,65,southern hip hop,Yeah Glo!,0.76,"{'danceability': 0.896, 'energy': 0.657, 'key': 11, 'loudness': -5.334, 'mode': 0, 'speechiness': 0.327, 'acousticness': 0.0229, 'instrumentalness': 0, 'liveness': 0.137, 'valence': 0.184, 'tempo': 148.082, 'type': 'audio_features', 'id': '0SdBkFh6u5IHIXqlBu0NyI', 'uri': 'spotify:track:0SdBkFh6u5IHIXqlBu0NyI', 'track_href': 'https://api.spotify.com/v1/tracks/0SdBkFh6u5IHIXqlBu0NyI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0SdBkFh6u5IHIXqlBu0NyI', 'duration_ms': 142703, 'time_signature': 4}","
 GloRilla  B100  
 Grizz 
 gang  gang 
 gang  gang 
 Woo 

  
 Yeah  run big Glo  wo  bet ass floor 
 Big carbon hit like Mayweather  Tula come bow ho 
 Got millions rap shit  hate bitch  stole flow 
 Got backend backend comin   fuck em  stole 
 run bitch  headcase  shoot 
 signed deal PJ hopped parachute 
 geeked  ask bout features  stare 
 geeked  ask bout features  embarrass 

  
 Yeah  Glo  Stomp lil  pussy ho shell toes 
 Yeah  Glo  Slappin  rap bitches makin  bail  ho 
 Yeah  Glo   tone Cartier match nails  ho 
 Yeah  Glo  competition  bitches stale  ho 
 Yeah  Glo  Cuban Cuban  shit layers  ho 
 Yeah  Glo  money  tell  ho 
 Yeah  Glo  runnin  circles snail hoes 
 Yeah  Glo  shit bumpin  jail  ho 
 gang 
 like 
 Big Glo   Mane   workin  hard 
 Maybach G  Wagon trucks  got MM garage 
 Quick crank ho  bitches better started 
 Locked gangstas players  folks gon  solid 
 got new  look like got renovated  Ayy  
 cocky  bitch  humble appreciate  Fuck em  
 Young wealthy ratchet  hood bitches  motivation  Stamped  
 world  tried underestimate  Haha  
 em  Glo  bitches fraudulent  know truth 
 em  Glo  Stop overthinkin   hoes fuck  Period  
 em  Glo  Standin  business Chanel shoes 
 let ho play  eat jail food  gang 

  
 Yeah  Glo  Stomp lil  pussy ho shell toes 
 Yeah  Glo  Slappin  rap bitches makin  bail  ho 
 Yeah  Glo   tone Cartier match nails  ho 
 Yeah  Glo  competition  bitches stale  ho 
 Yeah  Glo  Cuban Cuban  shit layers  ho 
 Yeah  Glo  money  tell  ho 
 Yeah  Glo  runnin  circles snail hoes 
 Yeah  Glo  shit bumpin  jail  ho 
 gang 

  
 Yeah  Glo  
 Yeah  Glo1Embed"
Pretty Little Poison,Warren Zeiders,69,modern country pop,Pretty Little Poison,0.75,"{'danceability': 0.518, 'energy': 0.557, 'key': 1, 'loudness': -4.839, 'mode': 1, 'speechiness': 0.0332, 'acousticness': 0.0258, 'instrumentalness': 2.46e-06, 'liveness': 0.156, 'valence': 0.216, 'tempo': 111.865, 'type': 'audio_features', 'id': '2gT2iF1YK5r54A2PDEXVv8', 'uri': 'spotify:track:2gT2iF1YK5r54A2PDEXVv8', 'track_href': 'https://api.spotify.com/v1/tracks/2gT2iF1YK5r54A2PDEXVv8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2gT2iF1YK5r54A2PDEXVv8', 'duration_ms': 218160, 'time_signature': 3}","
 night   round time 
 like knows lonely 
 Rolls wine gone 
 Like record repeat 
 Leanin  old memories 
 talkin  bout 
 probably death 
 damn ai sweet 

  
 pretty little poison 
 heartache night 
 kiss lips like cyanide 
 Yeah  came warnin  
 mind 
 high time 
 pretty little poison 
 pretty littlе poison 

  
 Shadows dancin  hall 
 Whispers wants mе 
 Try best fall 
 falls 
 need kind fix 
  pick 
 Nothin trick 
 need 
 Warren Zeiders LiveGet tickets low  47You like 
 pretty little poison 
 heartache night 
 kiss lips like cyanide 
 Yeah  came warnin  
 mind 
 high time 
 pretty little poison 
 pretty little poison 

  
  guess alcohol 
 want 
 want 
  want 

  
 pretty little poison 
 heartache night 
 kiss lips like cyanide 
 Yeah  came warnin  
 mind 
 high time 
 pretty little poison 
 pretty little poison 
 pretty little poisonEmbed"
Wild Ones (feat. Jelly Roll),Jessie Murph,73,"modern country pop, singer-songwriter pop",Wild Ones (feat. Jelly Roll),0.84,"{'danceability': 0.65, 'energy': 0.689, 'key': 0, 'loudness': -3.543, 'mode': 1, 'speechiness': 0.0449, 'acousticness': 0.0878, 'instrumentalness': 0, 'liveness': 0.172, 'valence': 0.294, 'tempo': 136.03, 'type': 'audio_features', 'id': '2kE2HFBFkJ0VMw3igxYohz', 'uri': 'spotify:track:2kE2HFBFkJ0VMw3igxYohz', 'track_href': 'https://api.spotify.com/v1/tracks/2kE2HFBFkJ0VMw3igxYohz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2kE2HFBFkJ0VMw3igxYohz', 'duration_ms': 142520, 'time_signature': 4}","
 Hm  mm  yeah  yeah 

  
 Got wide  wide open 
 Got 45 
 pushin  bout 102 
 smokin  somethin 
 ai worried bout nothin 
 Cause ai got lose 

  
 got thing hard liquor ice 
 Short days long nights 
 Marlboros window 
 Middle finger sky 
 wanna dangerous 
 speakin  language 
 forgot 
    
   

  
 Got wide  wide open 
 Got 45 
 pushin  bout 102 
 smokin  somethin 
 ai worried bout nothin 
 Cause ai got lose 
 like 
 got thing wild ones  Wild  wild  wild  
 got thing wild ones  like knew 
 got thing wild ones  Wild  wild  wild  
 got thing wild ones  like 

  
  Yeah  attracted things crazy 
 Asking feelin  lately 
 Coming  die 
 wo let slide  stealin  bases 
   forth bargainin    
 bitchin  arguin  
 lotta problems  livin  Gotham 
 Bunnie Harley Quinn  Harley Quinn  
 raised darkness  forgive  guarded  Guarded  
 shame  love heartless 
 police alive 
 cowgirls cry 

  
 Got wide  wide open 
 Got 45 
 pushin  bout 102 
 smokin  somethin 
 ai worried bout nothin 
 Cause ai got lose 
  
 got thing wild ones  Wild  wild  wild  
 got thing wild ones  like knew 
 got thing wild ones  Wild  wild  wild  
 got thing wild ones  like 

  
 Yeah  Wild  wild  wild  
 thing wild ones  like knew  
 got thing wild ones  Wild  wild  wild  
 Got thing wild ones  like  hmEmbed"
La Diabla,Xavi,84,sad sierreno,La Diabla,0.95,"{'danceability': 0.751, 'energy': 0.819, 'key': 11, 'loudness': -4.372, 'mode': 0, 'speechiness': 0.0409, 'acousticness': 0.255, 'instrumentalness': 0, 'liveness': 0.236, 'valence': 0.697, 'tempo': 131.842, 'type': 'audio_features', 'id': '0R6NfOiLzLj4O5VbYSJAjf', 'uri': 'spotify:track:0R6NfOiLzLj4O5VbYSJAjf', 'track_href': 'https://api.spotify.com/v1/tracks/0R6NfOiLzLj4O5VbYSJAjf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0R6NfOiLzLj4O5VbYSJAjf', 'duration_ms': 172264, 'time_signature': 3}","

  
 Yo puedo comerte como ti te gusta 
 Si solo te dejas querer 
 En caliente yo voy por ti 
 Mija  aquí muerdo  se asuste 
 hay más tiempo que perder 
 Solo se vive una vez 

  
 Soy la mala influencia y eso te gustó 
 Eres niña mala  se nota  mi amor 
 Eres una diabla  mira cómo bailas 
 Del uno al diez  tú eres un millón 
 Si te vas conmigo  puro Christian Dior 
 Fendi  Balenciaga  pa  ti sobra lana 
 Lo que quieras  mi amor 
 Mi chula princesa  te bajo la luna 
 Y si te dejas  verás quе ninguno te va dar lo que yo te voy dar 

  
 Erеs una diabla 

  
 Soy la mala influencia y eso te gustó 
 Eres niña mala  se nota  mi amor 
 Eres una diabla  mira cómo bailas 
 Del uno al diez  tú eres un millón 
 Si te vas conmigo  puro Christian Dior 
 Fendi  Balenciaga  pa  ti sobra lana 
 Lo que quieras  mi amor 
 Mi chula princesa  te bajo la luna 
 Y si te dejas  verás que ninguno te va dar lo que yo te voy dar 
 likeEmbed"
Save Me (with Lainey Wilson),Jelly Roll,77,"country rap, nashville hip hop, tennessee hip hop",Whitsitt Chapel,0.79,"{'danceability': 0.564, 'energy': 0.612, 'key': 0, 'loudness': -5.018, 'mode': 1, 'speechiness': 0.0248, 'acousticness': 0.382, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.146, 'tempo': 83.03, 'type': 'audio_features', 'id': '30LZU3ReFIndjHLfaahreM', 'uri': 'spotify:track:30LZU3ReFIndjHLfaahreM', 'track_href': 'https://api.spotify.com/v1/tracks/30LZU3ReFIndjHLfaahreM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/30LZU3ReFIndjHLfaahreM', 'duration_ms': 237493, 'time_signature': 3}","1 ContributorHot 30 Weekend Countdown  7292023  Lyrics30  Bailey Zimmerman  Want Smoke 
 29  Morgan Wallen  Love 
 28  Gabby Barrett  Glory Days 
 27  Alana Springsteen  Mitchell Tenpenny  goodbye looks good 
 26  Parker McCollum  Burn 
 25  Austin Snell  Pray Way Home 
 24  Carly Pearce  Chris Stapleton  Fight Anymore 
 23  Brett Young  Dance 
 22  Warren Zeiders  Pretty Little Poison 
 21  Jason Aldean  Try Small Town 
 20  Sam Hunt  Outskirts 
 19  Dylan Scott  
 18  Jackson Dean  Fearless  Echo  
 17  Brothers Osborne  
 16  Morgan Wallen  Wrote Book 
 15  Natе Smith  World Fire 
 14  Kassi Ashton  Drive Mind 
 13  Parmalee  Girl 
 12  HARDY  Truck Bеd 
 11  Chase Wright  Hurt 
 10  Lainey Wilson  Watermelon Moonshine 
 9  Ella Langley  Koe Wetzel  Fight 
 8  Carrie Underwood  Truck 
 7  Tim McGraw  Standing Room 
 6  Nate Smith  Better Boy 
 5  Corey Kent  Gon na Kill 
 4  Zach Bryan  Oklahoma Smokeshow 
 3  Ashley McBryde  Light Kitchen 
 2  Old Dominion  Married 
   1 Year  Restless Road  Growing Old  
 1  Jelly Roll  Lainey Wilson  Save MeYou likeEmbed"
Where the Wild Things Are,Luke Combs,83,"contemporary country, country",Gettin' Old,0.84,"{'danceability': 0.708, 'energy': 0.731, 'key': 3, 'loudness': -4.872, 'mode': 1, 'speechiness': 0.0345, 'acousticness': 0.0189, 'instrumentalness': 4.47e-06, 'liveness': 0.129, 'valence': 0.379, 'tempo': 116.975, 'type': 'audio_features', 'id': '0eBFgRxyVSeuT4iyrbukdn', 'uri': 'spotify:track:0eBFgRxyVSeuT4iyrbukdn', 'track_href': 'https://api.spotify.com/v1/tracks/0eBFgRxyVSeuT4iyrbukdn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0eBFgRxyVSeuT4iyrbukdn', 'duration_ms': 239533, 'time_signature': 4}","
 big brother rode Indian Scout 
 black like jacket 
 American Spirit hangin  outta     mouth 
 like   daddy 
 kick  started bike night   broke mama heart 
 pointed headlight West  wild things 

  
 couple weeks 
 South California 
 Talk desert Joshua Tree 
 pretty girl stories 
 bought Airstream trailer J45 guitar 
 Said   Little brother  love  wild things  

  
 Oh  oh  oh  hearts fire crazy dreams 
 Oh  oh  oh  nights ignite like gasoline 
 light streets sleep sky goes dark 
 wild things 

  
 called brother plane 
 second 
 started drinkin  strip LA 
 got crazy 
 Ended house hills Hollywood stars 
 Kissin  blonde backyard pool  wild things 
  Oh  yeah  
 Luke Combs LiveGet tickets low  35You like 
 Couple iron horse rebels 
 Wild devil 
 knew East 
 Said goodbye brother 
 end summer 
 knew leave 

  
 Oh  oh  oh  hearts fire crazy dreams 
 Oh  nights ignite like gasoline 
 oh  oh  oh  Indian Scouts  man  built speed 
 oh  oh  oh  said hit guard rail half past 
 Lit streets sleep sky goes dark 
 buried wind  neath West Coast stars 
 wild things 

  
 wild things areEmbed"
exes,Tate McRae,85,pop,exes,0.64,"{'danceability': 0.838, 'energy': 0.569, 'key': 5, 'loudness': -6.324, 'mode': 0, 'speechiness': 0.0621, 'acousticness': 0.152, 'instrumentalness': 0.000136, 'liveness': 0.102, 'valence': 0.551, 'tempo': 136.965, 'type': 'audio_features', 'id': '0HD8mbiPjp3o94X3EaZp0o', 'uri': 'spotify:track:0HD8mbiPjp3o94X3EaZp0o', 'track_href': 'https://api.spotify.com/v1/tracks/0HD8mbiPjp3o94X3EaZp0o', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0HD8mbiPjp3o94X3EaZp0o', 'duration_ms': 159400, 'time_signature': 4}","
 Oh  sorry  sorry love  Ha  ha  ha  ha  ha  ha  
 Changed mind like origami 
 Oh      sorry  sorry   love  Ha  ha  ha  ha  ha  ha  
 Changed mind   like origami 

  
  Kiss  kiss  kiss  Kisses exes shit 
 Kisses  kisses ones think live 
  break  swear 
 number necklace  kisses exes 

  
 Happens еvery time 
 mean  mеan cold   oh 
 pride 
 Tryna burn damn bridge time  

  
   wild ride stops 
   hard case unlock 
  swear care lot  
 Let 

  
  Kiss  kiss  kiss  Kisses exes shit 
 Kisses  kisses ones think live 
  break  swear 
 number necklace  kisses exes 
 Tate McRae LiveGet tickets low  26You like 
 Oh  sorry  sorry love  Ha  ha  ha  ha  ha  ha  
 Changed mind like origami 
 Oh  sorry  sorry love  Oh  oh  oh  
 Changed mind like ori  

  
  wanna  wanna leave 
 promise 
 know want  want 
   blame 
 Breakin  starts  makin  head 
 overshare bout things meant 

  
   wild ride stops 
   hard case unlock 
  swear care lot  
 Let   

  
 Kisses exes shit 
 Kisses  kisses ones think live  Nah  nah  
  break  swear  Yeah  
 number necklace  kisses exes 
  
 Oh  sorry  sorry love  Ha  ha  ha  ha  ha  ha  
 Changed mind like origami 
 Oh  sorry  sorry love  Ha  ha  ha  ha  ha  ha  
 Changed mind like origami  Ha  ha  

  
 Kisses exes  know dirty 
 Little messed  little selfish  ai married  ai thirty 
 Yeah  hooked  broke  said hurt 
 got number necklace  kisses exes7Embed"
vampire,Olivia Rodrigo,88,pop,GUTS,0.92,"{'danceability': 0.511, 'energy': 0.532, 'key': 5, 'loudness': -5.745, 'mode': 1, 'speechiness': 0.0578, 'acousticness': 0.177, 'instrumentalness': 0, 'liveness': 0.291, 'valence': 0.35, 'tempo': 138.005, 'type': 'audio_features', 'id': '1kuGVB7EU95pJObxwvfwKS', 'uri': 'spotify:track:1kuGVB7EU95pJObxwvfwKS', 'track_href': 'https://api.spotify.com/v1/tracks/1kuGVB7EU95pJObxwvfwKS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1kuGVB7EU95pJObxwvfwKS', 'duration_ms': 219724, 'time_signature': 4}","
 Hate satisfaction asking 
 castle built people     pretend care    
 wanted 
 Look    cool guy  got 
 parties diamonds close eyes 
 months torture sold forbidden paradise 
 loved truly 
 got ta laugh stupidity 

  
 Cause real big mistakes 
 worst look fine 
 known strange 
 come night 
 think smart 
 look naive 
 way sold parts 
 sunk teeth  oh 
 Bloodsucker  fame fucker 
 Bleedin  dry like goddamn vampire 
  
 girl talked told bad  bad news 
 called crazy  God  hate way called em crazy 
 convincing 
 lie flinching   lie  lie  lie   
 Oh  mesmerizing  paralyzing  fucked little thrill 
 figure God knows 
 Went 
 Cause girls age know better 
 Olivia Rodrigo LiveGet tickets low  68You like 
 real big mistakes 
 worst look fine 
 known strange 
 come night 
 think smart 
 look naive 
 way sold parts 
 sunk teeth  oh 
 Bloodsucker  fame fucker 
 Bleedin  dry like goddamn vampire 
  
  Ah  
 said true love  hard  
 love cause mean heart 
 tried help  know 
 Cause think kind thing understand 

  
 real big mistakes 
 worst look fine 
 known strange 
 come night 
 think smart 
 look naive 
 way sold parts 
 sunk teeth  oh 
 Bloodsucker  fame fucker 
 Bleedin  dry like goddamn vampire34Embed"
The Painter,Cody Johnson,74,"classic texas country, contemporary country, modern country pop",The Painter,0.75,"{'danceability': 0.512, 'energy': 0.709, 'key': 2, 'loudness': -5.766, 'mode': 1, 'speechiness': 0.0329, 'acousticness': 0.0415, 'instrumentalness': 4.25e-06, 'liveness': 0.107, 'valence': 0.261, 'tempo': 97.981, 'type': 'audio_features', 'id': '6UoKX6uLJwhsnyTp5k5StP', 'uri': 'spotify:track:6UoKX6uLJwhsnyTp5k5StP', 'track_href': 'https://api.spotify.com/v1/tracks/6UoKX6uLJwhsnyTp5k5StP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6UoKX6uLJwhsnyTp5k5StP', 'duration_ms': 211413, 'time_signature': 4}","
 talks future like flippin  magazine 
 Finds beauty thrown away broken things 
 Gets excited crazy dreams 

  
 Got sunset seen memorized 
 Saves away rainy day stormy night 
 sky brighter lookin  eyes 

  
 remember 
 Life came picture 
 Brought beauty missin  
 Showed colors ai seen 
 took chances 
 wall built  saw canvas 
 thank God day 
 life black white  painter 

  
 reminds ai late start 
 Fine good  need blue 
 live long reckless touch  

  
 remember 
 Life came picture 
 Brought beauty missin  
 Showed colors ai seen 
 took chances 
 wall built  saw canvas 
 thank God day 
 life black white  painter 
 Cody Johnson LiveGet tickets low  15You like 
 remember 
 Life came picture 
 Brought beauty missin  
 Showed colors ai seen 
 took chances 
 wall built  saw canvas 
 thank God day 
 life black white  painter 

  
 painterEmbed"
FE!N (feat. Playboi Carti),Travis Scott,93,"hip hop, rap, slap house",UTOPIA,0.93,"{'danceability': 0.569, 'energy': 0.882, 'key': 3, 'loudness': -2.777, 'mode': 0, 'speechiness': 0.06, 'acousticness': 0.0316, 'instrumentalness': 0, 'liveness': 0.142, 'valence': 0.201, 'tempo': 148.038, 'type': 'audio_features', 'id': '42VsgItocQwOQC3XWZ8JNA', 'uri': 'spotify:track:42VsgItocQwOQC3XWZ8JNA', 'track_href': 'https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA', 'duration_ms': 191701, 'time_signature': 4}","1 ContributorRAGE Lyrics1  Playboi Carti  Sky 
 2  Drake  IDGAF  feat  Yeat  
 3  Travis Scott  FEN  feat  Playboi Carti  
 4  Ken Carson  Fighting Demons 
 5  Lil Uzi Vert  Spin 
 6  Playboi Carti  Miss Rage  Trippie Redd  
 7  Destroy Lonely  looks killYou likeEmbed"
Man Made A Bar (feat. Eric Church),Morgan Wallen,87,contemporary country,One Thing At A Time,0.81,"{'danceability': 0.498, 'energy': 0.764, 'key': 4, 'loudness': -5.006, 'mode': 1, 'speechiness': 0.0309, 'acousticness': 0.123, 'instrumentalness': 3.07e-05, 'liveness': 0.119, 'valence': 0.489, 'tempo': 147.984, 'type': 'audio_features', 'id': '73zawW1ttszLRgT9By826D', 'uri': 'spotify:track:73zawW1ttszLRgT9By826D', 'track_href': 'https://api.spotify.com/v1/tracks/73zawW1ttszLRgT9By826D', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/73zawW1ttszLRgT9By826D', 'duration_ms': 191231, 'time_signature': 4}","
 sat barstool  like dern fool 
 Cause walked 
 Bartender said   got  yeah  cause  
 boots  friend 
 Opened  85 
 Got wife 
 stayin  busy night  
 story old time 

  
 God world seven short days 
 said good  bet great 
 God man  man got lonely 
 said    Lord  
 angel hold arms  
 God girl  best work art 
 Oh  place breaks hеart 
 man bar 

  
 guys good time  thе half price 
 Half dozen buckets beer 
 cover band  cover man 
 know 
 way planned 
 Damn  devil damage 
 Morgan Wallen LiveGet tickets low  22You like 
 God world seven short days 
 said good  bet great 
 God man  man got lonely 
 said    Lord  
 angel hold arms  
 God girl  best work art 
 Oh  place breaks heart 
 man bar 
 Yeah  man bar 

  
 angel falls hard 
 Loses piece heart 
 needs place brand new start 

  
 God world seven short days 
 Said good  bet great 
 God man  man got lonely 
 said    Lord  
 angel hold arms  
 God girl  best work art 
 Oh  place breaks heart 
 man bar 
  
 Man bar 
 Yeah  man barEmbed"
